"bill","dateOfDine","comments","response","ip_addr","source","timestamp","cleanliness_rating","satisfaction_rating","recommendation_rating","restaurant_name","email","store_number","telephone","address","city","state","zip","lat","lon"
"20.76","2010-06-01","Pizza cook inconsistently wore gloves, then wiped cooking table with rag then took gloves off etc. They did provide straws with paper wrap.",\N,"0.0.0.0","unknown","2010-06-01 19:12:04","80","96","96","Charcoal Grill",\N,\N,"2623751700","1200 Port Washington Road","Grafton","Wisconsin","53024","43.3203996","-87.9251304"
"8.39","2010-06-24","Excellent effort made to serve gelato without contamination.",\N,"0.0.0.0","unknown","2010-06-24 17:33:23","95","96","96","Paciugo",\N,"1017003","2626414058","95 N Moreland Rd","Brookfield","WI","53005","43.0274019","-88.1890389"
"33.62","2010-06-04","Straws were served without paper covers. One cook was wearing gloves.",\N,"0.0.0.0","unknown","2011-05-28 12:15:26","95","96","96","Fishbone's Cajun & Creole Restaurant",\N,\N,"2626464696","1704 Milwaukee Street","Delafield","WI","53018","43.0585","-88.3865"
"36.58","2010-06-04","Cook inconsistently wore gloves and touched things other than food.",\N,"0.0.0.0","unknown","2010-06-10 03:30:48","80","85","85","Charcoal Grill",\N,\N,"2623751700","1200 Port Washington Road","Grafton","Wisconsin","53024","43.3203996","-87.9251304"
"33.62","2010-06-05","Excellent Service!",\N,"0.0.0.0","unknown","2010-06-10 03:34:06","90","96","96","Chancery Pub and Restaurant",\N,\N,"2622413450","11046 North Port Washington Road","Mequon","WI","53092","43.2189002","-87.9239294"
"33.62","2010-06-09","Server touched the drinking lip of glass. Straws were served without wrappings.",\N,"0.0.0.0","unknown","2010-06-10 11:29:40","85","96","96","Pier 347",\N,\N,"2626919347","347 Park Avenue","Pewaukee","WI","53072","43.0794","-88.267"
"70.00","2010-06-08","",\N,"0.0.0.0","unknown","2010-06-10 19:01:36","95","96","96","River Lane Inn",\N,"","4143541995","4313 W River Lane","Brown Deer","WI","53223","43.1776898","-87.9647452"
"35.00","2010-06-03","",\N,"0.0.0.0","unknown","2010-06-11 06:13:45","95","96","96","Fishbone's Cajun & Creole Restaurant",\N,\N,"2626464696","1704 Milwaukee Street","Delafield","WI","53018","43.0585","-88.3865"
"55.00","2011-05-11","",\N,"0.0.0.0","unknown","2011-06-02 09:33:06","95","96","96","Manna Cafe",\N,"","2627902340","3815 Brookfield Road","Brookfield","WI","53045","43.0872342","-88.1460878"
"90.00","2010-05-09","",\N,"0.0.0.0","unknown","2010-06-11 06:25:35","95","96","96","Snappers Sea Grill",\N,"","7273673550","5895 Gulf Blvd","St. Pete Beach","VA","33706","27.732216","-82.744304"
"5.24","2010-06-10","Cook used gloves but then delivered food to customer, picking up signs, returning to cooking without changing gloves.",\N,"0.0.0.0","unknown","2010-06-29 17:29:32","78","78","78","Schlotzsky's Deli - Brookfield",\N,\N,"2627908800","12460 West Capitol Drive","Brookfield","WI","53005","43.0894","-88.0675"
"41.07","2010-06-24","Excellent Clean service.",\N,"0.0.0.0","unknown","2010-06-29 17:28:55","90","96","96","Rustico",\N,"","4142209933","223 N Water Street","Milwaukee","WI","53202","43.033087","-87.909622"
"000.00","2010-06-09","Hamburger was served slightly pink even though I asked that it be medium well.",\N,"0.0.0.0","unknown","2010-06-12 08:47:26","84","96","96","Cheesecake Factory",\N,"","4149068550","5799 N. Bayshore Drive, Suite L100","Glendale","WI","53217","43.1201475","-87.9143502"
"24.00","2010-06-15","",\N,"0.0.0.0","unknown","2010-06-16 02:44:19","95","96","96","Swing Thai",\N,\N,"3037771777","301 South Pennsylvania Street","Denver","CO","80209","39.710972","-104.98185"
"32.03","2010-06-20","Wait staff cleaned tables and with same soiled hands touched ice as it was put into water glasses. Waitress unnecessarily reached over plates. Floors were dirty. No towels in bathroom. Menu was soiled. Plates showed greasy fingerprint stains.",\N,"0.0.0.0","unknown","2010-06-20 08:02:51","74","75","75","Maxfield's",\N,"","4142474994","333 W Brown Deer Rd","Fox Point","WI","53217","43.1766704","-87.9107691"
"12.13","2010-06-06","Well Done!",\N,"0.0.0.0","unknown","2010-06-20 08:05:50","90","95","95","Potbelly",\N,"","4149639032","5725 N Bayshore Drive","Glendale","WI","53217","43.1201475","-87.9143502"
"35.04","2010-06-05","Hamburger served pink despite my request otherwise.",\N,"0.0.0.0","unknown","2010-06-20 08:07:50","84","85","85","Chancery Pub and Restaurant",\N,\N,"2622413450","11046 North Port Washington Road","Mequon","WI","53092","43.2189002","-87.9239294"
"33.50","2010-06-09","Drinks were served with no paper covers. ",\N,"0.0.0.0","unknown","2010-06-20 08:10:02","80","96","96","Rum Bar",\N,"","2626919347","347 Park Avenue","Pewaukee","WI","53072","43.0794","-88.267"
"123.00","2010-06-21","Menus were soiled. Straws were served in drinks without paper wrapping.",\N,"0.0.0.0","unknown","2010-06-21 15:30:07","90","96","96","Buca Di Beppo",\N,\N,"4142248672","1233 N Van Buren St","Milwaukee","WI","53202","43.0465701","-87.9034923"
"97.69","2010-06-26","Restaurant was very busy with many meals delivered at one time.  Wait staff was careful with food trays not contacting any part of their person or clothing",\N,"0.0.0.0","unknown","2010-07-24 02:31:08","90","96","96","P F Changs",\N,"D112","2488168000","2801 Big Beaver","Troy","MI","48083","42.5637853","-83.0932777"
"26.37","2010-06-26","Excellent service. ",\N,"0.0.0.0","unknown","2010-06-28 03:46:51","90","96","96","Charcoal Grill",\N,\N,"2623751700","1200 Port Washington Road","Grafton","Wisconsin","53024","43.3203996","-87.9251304"
"8.43","2010-06-29","",\N,"0.0.0.0","unknown","2010-06-30 16:13:59","95","96","96","Panera Bread",\N,\N,"2628349999","1400 West Mequon Road","Mequon","WI","53092","43.222682","-87.925771"
"12.30","2010-06-29","",\N,"0.0.0.0","unknown","2010-06-30 16:16:09","89","96","96","Altera",\N,"","4149675754","5735 N. Bayshore Drive, Suite O100 ","Glendale","WI","53217","43.1215979","-87.9140841"
"22.75","2010-06-29","Most servers were wearing gloves but supervisor helping out was not. She was taking buns from a bag and placing on plates.",\N,"0.0.0.0","unknown","2010-06-30 16:20:27","84","96","96","Greek Village",\N,\N,"4147748644","11320 West Blu Mnd Road","Milwaukee","WI","53210","43.0356067","-88.0540706"
"100.00","2010-07-09","",\N,"0.0.0.0","unknown","2010-07-10 15:14:24","95","96","96","Union House Restaurant","patty@theunionhouse.com",\N,"2629684281","S42w31320 Highway 83","Genesee Depot","53127 0000","53127","42.9667414","-88.3713762"
"80.24","2010-07-01","Excellent food, service and setting. Premier Italian restaurant.",\N,"0.0.0.0","unknown","2010-07-01 16:02:11","86","96","96","Mimmas Cafe",\N,"","4142717337","1307 East Brady Street","Milwaukee","WI","53202","43.052746","-87.895121"
"51.49","2010-07-01","Beautiful setting. Great service. Table was dirty. Server persistently reached over our plates to fill water glasses.",\N,"0.0.0.0","unknown","2010-07-01 16:06:46","81","85","85","Ryan Braun's Waterfront",\N,"","4147272888","102 N Water St","Milwaukee","WI","53202","43.031475","-87.909379"
"4.11","2010-07-07","",\N,"0.0.0.0","unknown","2010-07-08 05:31:49","93","96","96","Caribou Coffee Company",\N,\N,"2622400213","11104 North Port Washington Road","Mequon","WI","53092","43.2198542","-87.9239398"
"10.37","2010-07-07","",\N,"0.0.0.0","unknown","2010-07-08 18:26:29","94","96","96","Jimmy John's Gourmet Sandwich Shop",\N,\N,"2622410700","11422 North Port Washington Road","Mequon","WI","53092","43.2256803","-87.9240308"
"3.50","2010-07-11","Servers were touching cones while filling with ice cream. dirty spoon in the community spoon bin.",\N,"0.0.0.0","unknown","2010-07-11 15:09:07","85","85","85","Cedar Crest Ice Cream",\N,\N,"2623777252","7269 State Road 60","Cedarburg","WI","53012","43.321913","-88.001084"
"14.00","2010-07-10","Dirty floors and table.",\N,"0.0.0.0","unknown","2010-07-11 15:12:24","84","85","85","Jimmy John's Gourmet Sandwich Shop",\N,\N,"2622410700","11422 North Port Washington Road","Mequon","WI","53092","43.2256803","-87.9240308"
"3.58","2010-07-14","Keep up the good work",\N,"0.0.0.0","unknown","2010-07-14 04:02:26","90","96","96","Caribou Coffee Company",\N,\N,"2622400213","11104 North Port Washington Road","Mequon","WI","53092","43.2198542","-87.9239398"
"46.47","2010-07-06","Server touched the drinking lip of the glasses and reached over our plates.",\N,"0.0.0.0","unknown","2010-07-14 07:06:48","86","85","85","Midori Sushi Bar",\N,"1","3038075468","11002 N. Port Washington Rd.","Mequon","WI","53092","-1","-1"
"36.76","2010-07-18","Hamburger was served slightly pink despite request for medium well.",\N,"0.0.0.0","unknown","2010-07-18 11:25:29","84","85","85","Water Street Brewery",\N,\N,"4142721195","1101 North Water Street","Milwaukee","WI","53202","43.044769","-87.9114479"
"71.78","2010-07-17","Nice setting, not elegant or festive. Service and food very good. Dirty silverware.",\N,"0.0.0.0","unknown","2010-07-18 11:25:56","84","96","96","Mama Mia's",\N,"","4144636262","2615 West Silver Spring","milwaukee","WI","53205","43.118795","-87.945594"
"9.27","2010-07-23","Excellent clean food prep.",\N,"0.0.0.0","unknown","2010-07-23 12:21:04","90","96","96","Quiznos Sub",\N,\N,"2623754850","1231 North Port Washington Road","Grafton","WI","53024","43.3208098","-87.9253907"
"37.86","2010-07-22","Asked the waitress to use a food thermometer for the hamburger she said \"they probably have one back there somewhere\" then returned to say that they would cook to medium and that using a thermometer would give a rare burger. Potatoes luke warm. They did l",\N,"0.0.0.0","unknown","2010-07-23 12:41:18","83","84","84","Chancery Pub and Restaurant",\N,\N,"2622413450","11046 North Port Washington Road","Mequon","WI","53092","43.2189002","-87.9239294"
"3.00","2010-07-25","Hamburger served pink.Cook smoking at same time as frying hamburger. Touched buns without gloves.",\N,"0.0.0.0","unknown","2010-07-25 16:55:14","89","84","84","Donges Bar Clubhouse",\N,\N,"2622381733","7520 West Donges Bay Road","Mequon","WI","53092","43.208136","-88.00282"
"40.56","2010-07-26","I asked for a hamburger with no pick and suggested the cook use a thermometer. The hamburger was served pink. To their credit the made an entirely new hamburger to specification.",\N,"0.0.0.0","unknown","2011-05-28 12:23:09","89","85","85","Rock Bottom Restaurant & Brewery",\N,"1068","4142763030","740 N Plankinton Avenue #1","Milwaukee","WI","53203","43.039862","-87.9117009"
"230","2010-07-25","",\N,"0.0.0.0","unknown","2010-07-27 04:05:58","85","85","85","Wild Ginger",\N,\N,"2066234450","1401 3rd Avenue","Seattle","WA","98101","47.608831","-122.337421"
"124","2010-07-20","",\N,"0.0.0.0","unknown","2010-07-27 04:11:48","95","96","96","Siam Palace",\N,"","5096332921","213 Main Street","grand coulee ","WA","99133","47.9406125","-119.0022619"
"84.55","2010-07-27","Fabulous atmosphere, great food, great service, great pricing.",\N,"0.0.0.0","unknown","2010-07-27 23:03:43","90","96","96","Fox and Hounds",\N,"","2626281111","1298 Friess Lake Road","Hubertus","WI","53033","43.23399","-88.2509857"
"8.85","2010-07-24","",\N,"0.0.0.0","unknown","2010-07-27 23:05:23","90","90","90","Caribou Coffee Company",\N,\N,"2622400213","11104 North Port Washington Road","Mequon","WI","53092","43.2198542","-87.9239398"
"8.85","2010-07-24","",\N,"0.0.0.0","unknown","2010-07-28 04:07:35","90","90","90","Caribou Coffee Company",\N,\N,"2622400213","11104 North Port Washington Road","Mequon","WI","53092","43.2198542","-87.9239398"
"8.90","2010-07-29","Great! all servers wore gloves.",\N,"0.0.0.0","unknown","2010-07-30 09:42:07","90","96","96","Subway",\N,\N,"6088462994","4867 County Road V","De Forest","WI","53532","43.2502366","-89.371403"
"40","2010-07-30","Great setting! Great Food! Excellent service. Drinks served with uncovered straws.",\N,"0.0.0.0","unknown","2010-07-30 09:44:04","81","96","96","Sunsets Wayzata",\N,"","952 473-5253","700 East Lake Street ","wayzata","MN","55391","44.97413","-93.5066217"
"97.00","2010-07-30","waitress reached over plates, touched glassware",\N,"0.0.0.0","unknown","2010-07-31 05:34:58","80","85","85","Majors Sports Cafe",\N,\N,"9528358308","8301 Normandale Boulevard","Minneapolis","MN","55437","44.852716","-93.349382"
"9.44","2010-08-06","Waitress touched drinking lip of glass, reached over plates.",\N,"0.0.0.0","unknown","2010-08-06 16:19:17","76","85","85","Inn at Cedar Crossing Restaurant",\N,\N,"9207434249","112 North 3rd Avenue","Sturgeon Bay","WI","54235","44.8352641","-87.3772275"
"17.14","2010-08-05","Waitress reached over food.",\N,"0.0.0.0","unknown","2010-08-05 15:45:48","86","85","85","Molly Cool's Seafood Tavern",\N,"","4148318862","1110 Old World 3rd Street, Suite 100","Milwaukee","WI","53203","43.0446196","-87.9142045"
"55.81","2010-08-03","Straws were served without paper covers.",\N,"0.0.0.0","unknown","2010-08-03 13:33:19","85","96","96","Remington's River Inn",\N,\N,"2622382697","130 South Main Street","Thiensville","WI","53092","43.229691","-87.98361"
"17.14","2010-08-05","",\N,"0.0.0.0","unknown","2010-08-05 15:14:09","90","96","96","Molly Cool's Seafood Tavern",\N,"","4148318862","1110 Old World 3rd Street, Suite 100","Milwaukee","WI","53203","43.0446196","-87.9142045"
"41.57","2010-08-06","Some food served buffet style with no cover.",\N,"0.0.0.0","unknown","2010-08-06 16:21:31","86","86","86","Old Post Office Restaurant",\N,\N,"9208544034","10040 Water Highway 42","Ephraim","WI","54211","45.1572005","-87.1701346"
"29.95","2010-08-07","",\N,"0.0.0.0","unknown","2010-08-07 15:51:51","91","91","91","Kortes English Inn",\N,\N,"9208683076","3713 State Rd 42","Fish Creek","WI","54212","45.1311926","-87.2178931"
"8.61","2010-08-08","tables dirty.",\N,"0.0.0.0","unknown","2010-08-08 11:37:07","85","85","85","Subway Sandwiches & Salads",\N,\N,"9067893037","2311 Ludington Street","Escanaba","MI","49829","45.7457461","-87.0801318"
"31.03","2010-08-08","Cook was noticed not using gloves.",\N,"0.0.0.0","unknown","2010-08-08 15:41:46","89","96","96","Darrow's Restaurant",\N,"","2314565514","301 N Louvingney","Mackinaw City","MI","49701","45.7837686","-84.7345855"
"19.56","2010-08-09","Cooks were seen handling ready to eat food without gloves, using gloved hands to wipe his hair, his face, move garbage can etc.",\N,"0.0.0.0","unknown","2010-08-09 08:54:19","80","80","80","Mary's Bistro",\N,"","9068479911","101 Main Street","Mackinac Island","MI","49747","45.8492507","-84.6180053"
"33.92","2010-08-10","",\N,"0.0.0.0","unknown","2010-08-10 05:44:19","80","80","80","Pink Pony",\N,"","9068473341","7221-105 Main Street","Mackinac Island","MI","49757","45.8492507","-84.6180053"
"29.63","2010-08-10","Waiter reached over plates. Bar tender sloppily handled straws.",\N,"0.0.0.0","unknown","2010-08-10 15:21:49","81","85","85","Yankee Rebel Tavern","info@yankeerebeltavern.com","","9068476249","Aster St","Mackinac Island","49757 0000","49757","45.8495383","-84.6187602"
"30.04","2010-08-10","Chicken was undercooked.",\N,"0.0.0.0","unknown","2010-08-10 15:24:31","79","79","79","Goodfellows Bar & Grill",\N,\N,"9068470270","Huron Road","Mackinac Island","MI","49757","45.8533195","-84.616353"
"12.67","2010-08-11","",\N,"0.0.0.0","unknown","2010-08-13 11:29:54","90","90","90","Sadie ",\N,"","2315472097","327 Bridge Street","Charlevoix","MI","49720","45.316964","-85.2587576"
"22.05","2010-08-23","Reasonable quality for price.",\N,"0.0.0.0","unknown","2010-08-23 16:00:55","85","85","85","Moose Hill Cantina",\N,"","3039892875","955 So Kipling Pkwy","Lakewood","CO","80226","39.699391","-105.111151"
"19.50","2010-08-19","Bread and Brownies seemed hard and somewhat crusty.",\N,"0.0.0.0","unknown","2010-08-21 15:26:31","85","85","85","Beary Beary Tastee Baker",\N,"","7198363212","600 Main Street","Fairplay","CO","80440","39.2240666","-106.0007948"
"11.49","2010-08-19","",\N,"0.0.0.0","unknown","2010-08-21 15:22:18","95","95","95","Brown Burro Cafe",\N,"","7198362804","706 Main","Fairplay","CO","80440","39.2231197","-105.9991029"
"32.33","2010-08-16","Crusted food on plates.",\N,"0.0.0.0","unknown","2010-08-21 15:19:51","81","80","80","Sink",\N,\N,"3034447465","1165 13th Street","Boulder","CO","80302","40.008486","-105.276576"
"30.59","2010-08-15","",\N,"0.0.0.0","unknown","2010-08-21 14:49:05","95","96","96","Jimmy John's",\N,"505","3038623939","2690 West 104th Ave","Denver","CO","80234","39.8849993","-105.0204294"
"6.53","2010-08-15","",\N,"0.0.0.0","unknown","2010-08-21 14:47:12","95","95","95","Jimmy John's",\N,"505","3038623939","2690 West 104th Ave","Denver","CO","80234","39.8849993","-105.0204294"
"18.78","2010-08-25","Dirty Table. Dirty floating something in water glass.",\N,"0.0.0.0","unknown","2010-08-25 15:30:19","79","84","84","Applebee's Neighborhood Grill & Bar",\N,\N,"7195352799","7625 Goddard Street","Colorado Springs","CO","80920","38.941314","-104.799965"
"22.05","2010-08-23","Straws were served uncovered. Table was dirty.",\N,"0.0.0.0","unknown","2010-08-23 17:08:07","85","85","85","Moose Hill Cantina",\N,"","3039892875","955 So Kipling Pkwy","Lakewood","CO","80226","39.699391","-105.111151"
"84.22","2010-08-21","Table was dirty, waitress reached over food, food was handled without gloves, straws were served with no paper cover.",\N,"0.0.0.0","unknown","2010-08-23 17:15:01","76","76","76","Old Chicago",\N,\N,"3034665834","1280 East 1st Avenue","Broomfield","CO","80020","39.914757","-105.054996"
